epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.01744181104004383,0.09975654631853104,0.008870563469827175,0.07490126043558121
1,0.0010000000474974513,0.010147105902433395,0.08038560301065445,0.008681164123117924,0.07424338161945343
2,0.0010000000474974513,0.009428760968148708,0.07753647118806839,0.008566834032535553,0.07378805428743362
3,0.0010000000474974513,0.009049187414348125,0.0759602040052414,0.008467680774629116,0.07336384803056717
4,0.0010000000474974513,0.008848220109939575,0.07509966194629669,0.008298199623823166,0.07262466847896576
